module_code,module_name,coordinator,year,semester,category,skill_name,level
BIOU7CM,Biological Control Mechanisms,Alastair Skeffington,4,7,personal,Teamwork & Collaboration,2
BIOU7CM,Biological Control Mechanisms,Alastair Skeffington,4,7,personal,Time Management,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,AI (generative) Competency,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Computer Programming,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Data Management,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Effective Email Communication,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Geographical Information Systems (GIS),0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Graphic Design,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Modelling,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Presentation Software,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Remote Meeting/Collaborative Software,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Remote Sensing (data collection and analysis),0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Social Media,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Spreadsheet Creation and Management,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Statistical Programmes,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,computational,Word Processing,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Application of Remote Observations,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Conducting Transects,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Core Skills,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Drone Observations,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Environmental Impact Assessment,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,GPS Usage,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Health and Safety Competency,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Mapping Skills,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Sampling: In-situ Monitoring,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Sampling: Physical Collection,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,field,Species Monitoring,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Accurate Result Reporting,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Air Quality Analysis,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Chemical Handling,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Developing and Implementing SOPs,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Good Laboratory Practices (GLP),2
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Maintaining Lab Notebooks,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Microscopy,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Operating Lab Equipment,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Physical Chemical Analysis,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Pipetting,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Risk Assessments,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Sample Preparation and Handling,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Soil Quality Assessment,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,lab,Water Quality Assessment,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Adaptability,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Verbal Communication,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Written Communication,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Conflict Resolution,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Critical Thinking,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Detail-Orientated Skills,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Innovation,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Integrated Problem-solving,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Interpersonal Skills,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Leadership,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Reliability,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Resourcefulness,1
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Self-awareness,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Self-motivation,2
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Teamwork & Collaboration,0
BIOU5MB,Microbiology,Richard Quilliam,3,5,personal,Time Management,2
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,AI (generative) Competency,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Computer Programming,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Data Management,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Effective Email Communication,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Geographical Information Systems (GIS),0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Graphic Design,2
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Modelling,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Presentation Software,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Remote Meeting/Collaborative Software,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Remote Sensing (data collection and analysis),0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Social Media,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Spreadsheet Creation and Management,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Statistical Programmes,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,computational,Word Processing,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Application of Remote Observations,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Conducting Transects,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Core Skills,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Drone Observations,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Environmental Impact Assessment,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,GPS Usage,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Health and Safety Competency,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Mapping Skills,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Sampling: In-situ Monitoring,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Sampling: Physical Collection,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,field,Species Monitoring,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Accurate Result Reporting,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Air Quality Analysis,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Chemical Handling,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Developing and Implementing SOPs,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Good Laboratory Practices (GLP),0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Maintaining Lab Notebooks,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Microscopy,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Operating Lab Equipment,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Physical Chemical Analysis,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Pipetting,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Risk Assessments,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Sample Preparation and Handling,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Soil Quality Assessment,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,lab,Water Quality Assessment,0
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Adaptability,2
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Verbal Communication,1
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Written Communication,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Conflict Resolution,1
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Critical Thinking,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Detail-Orientated Skills,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Innovation,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Integrated Problem-solving,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Interpersonal Skills,1
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Leadership,1
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Reliability,2
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Resourcefulness,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Self-awareness,3
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Self-motivation,2
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Teamwork & Collaboration,1
GEOU6GI,Sustainable Development,Richard Quilliam,3,6,personal,Time Management,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,AI (generative) Competency,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Computer Programming,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Data Management,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Effective Email Communication,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Geographical Information Systems (GIS),0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Graphic Design,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Modelling,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Presentation Software,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Remote Meeting/Collaborative Software,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Remote Sensing (data collection and analysis),0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Social Media,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Spreadsheet Creation and Management,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Statistical Programmes,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,computational,Word Processing,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Application of Remote Observations,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Conducting Transects,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Core Skills,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Drone Observations,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Environmental Impact Assessment,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,GPS Usage,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Mapping Skills,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Sampling: In-situ Monitoring,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Sampling: Physical Collection,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,field,Species Monitoring,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Accurate Result Reporting,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Air Quality Analysis,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Chemical Handling,1
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Developing and Implementing SOPs,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Good Laboratory Practices (GLP),1
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Maintaining Lab Notebooks,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Microscopy,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Operating Lab Equipment,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Physical Chemical Analysis,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Pipetting,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Risk Assessments,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Sample Preparation and Handling,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Soil Quality Assessment,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,lab,Water Quality Assessment,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Adaptability,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Verbal Communication,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Written Communication,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Conflict Resolution,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Critical Thinking,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Detail-Orientated Skills,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Innovation,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Integrated Problem-solving,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Interpersonal Skills,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Leadership,0
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Reliability,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Resourcefulness,3
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Self-awareness,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Self-motivation,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Teamwork & Collaboration,2
BIOU9CP,Cell Biology Dissertation Module,Alastair Skeffington,4,7,personal,Time Management,3
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,AI (generative) Competency,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Computer Programming,1
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Data Management,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Effective Email Communication,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Geographical Information Systems (GIS),0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Graphic Design,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Modelling,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Presentation Software,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Remote Meeting/Collaborative Software,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Remote Sensing (data collection and analysis),0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Social Media,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Spreadsheet Creation and Management,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Statistical Programmes,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,computational,Word Processing,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Application of Remote Observations,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Conducting Transects,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Core Skills,1
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Drone Observations,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Environmental Impact Assessment,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,GPS Usage,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Health and Safety Competency,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Mapping Skills,1
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Sampling: In-situ Monitoring,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Sampling: Physical Collection,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,field,Species Monitoring,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Accurate Result Reporting,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Air Quality Analysis,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Chemical Handling,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Developing and Implementing SOPs,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Good Laboratory Practices (GLP),0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Maintaining Lab Notebooks,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Microscopy,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Operating Lab Equipment,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Physical Chemical Analysis,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Pipetting,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Risk Assessments,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Sample Preparation and Handling,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Soil Quality Assessment,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,lab,Water Quality Assessment,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Adaptability,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Verbal Communication,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Written Communication,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Conflict Resolution,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Critical Thinking,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Detail-Orientated Skills,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Innovation,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Integrated Problem-solving,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Interpersonal Skills,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Leadership,0
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Reliability,1
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Resourcefulness,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Self-awareness,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Self-motivation,2
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Teamwork & Collaboration,1
GEOU4ER,Environmental Resilience,Anna Crawford,2,4,personal,Time Management,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,AI (generative) Competency,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Computer Programming,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Data Management,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Effective Email Communication,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Geographical Information Systems (GIS),0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Graphic Design,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Modelling,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Presentation Software,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Remote Meeting/Collaborative Software,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Remote Sensing (data collection and analysis),0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Social Media,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Spreadsheet Creation and Management,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Statistical Programmes,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,computational,Word Processing,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Application of Remote Observations,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Conducting Transects,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Core Skills,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Drone Observations,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Environmental Impact Assessment,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,GPS Usage,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Health and Safety Competency,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Mapping Skills,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Sampling: In-situ Monitoring,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Sampling: Physical Collection,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,field,Species Monitoring,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Accurate Result Reporting,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Air Quality Analysis,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Chemical Handling,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Developing and Implementing SOPs,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Good Laboratory Practices (GLP),0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Maintaining Lab Notebooks,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Microscopy,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Operating Lab Equipment,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Physical Chemical Analysis,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Pipetting,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Risk Assessments,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Sample Preparation and Handling,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Soil Quality Assessment,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,lab,Water Quality Assessment,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Adaptability,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Verbal Communication,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Written Communication,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Conflict Resolution,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Critical Thinking,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Detail-Orientated Skills,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Innovation,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Integrated Problem-solving,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Interpersonal Skills,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Leadership,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Reliability,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Resourcefulness,2
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Self-awareness,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Self-motivation,3
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Teamwork & Collaboration,0
BIOU7SB,"Phylogenetics, Bioinformatics and Omics",Clare Bird,4,7,personal,Time Management,3
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,AI (generative) Competency,1
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Computer Programming,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Data Management,1
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Effective Email Communication,2
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Geographical Information Systems (GIS),0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Graphic Design,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Modelling,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Presentation Software,2
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Remote Meeting/Collaborative Software,1
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Remote Sensing (data collection and analysis),0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Social Media,1
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Spreadsheet Creation and Management,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Statistical Programmes,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,computational,Word Processing,2
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Application of Remote Observations,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Conducting Transects,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Core Skills,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Drone Observations,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Environmental Impact Assessment,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,GPS Usage,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Health and Safety Competency,2
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Mapping Skills,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Sampling: In-situ Monitoring,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Sampling: Physical Collection,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,field,Species Monitoring,0
BIOU9PL,Applied Biological Sciences Placement,Clare Bird,4,7,lab,Accurate Result Reporting,3
