"module_code","category","skill_name","level"
"GEOU2GE","lab","Microscopy","0"
"GEOU2GE","lab","Operating Lab Equipment","0"
"GEOU2GE","lab","Physical Chemical Analysis","0"
"GEOU2GE","lab","Pipetting","0"
"GEOU2GE","lab","Risk Assessments","0"
"GEOU2GE","lab","Sample Preparation and Handling","0"
"GEOU2GE","lab","Soil Quality Assessment","1"
"GEOU2GE","lab","Water Quality Assessment","1"
"GEOU2GE","personal","Adaptability","0"
"GEOU2GE","personal","Verbal Communication","0"
"GEOU2GE","personal","Written Communication","2"
"GEOU2GE","personal","Conflict Resolution","0"
"GEOU2GE","personal","Critical Thinking","1"
"GEOU2GE","personal","Detail-Orientated Skills","1"
"GEOU2GE","personal","Innovation","0"
"GEOU2GE","personal","Integrated Problem-solving","0"
"GEOU2GE","personal","Interpersonal Skills","0"
"GEOU2GE","personal","Leadership","0"
"GEOU2GE","personal","Reliability","1"
"GEOU2GE","personal","Resourcefulness","0"
"GEOU2GE","personal","Self-awareness","0"
"GEOU2GE","personal","Self-motivation","1"
"GEOU2GE","personal","Teamwork & Collaboration","0"
"GEOU2GE","personal","Time Management","2"
"BIOU2CE","computational","AI (generative) Competency","0"
"BIOU2CE","computational","Computer Programming","0"
"BIOU2CE","computational","Data Management","0"
"BIOU2CE","computational","Effective Email Communication","1"
"BIOU2CE","computational","Geographical Information Systems (GIS)","0"
"BIOU2CE","computational","Graphic Design","0"
"BIOU2CE","computational","Modelling","1"
"BIOU2CE","computational","Presentation Software","0"
"BIOU2CE","computational","Remote Meeting/Collaborative Software","0"
"BIOU2CE","computational","Remote Sensing (data collection and analysis)","0"
"BIOU2CE","computational","Social Media","0"
"BIOU2CE","computational","Spreadsheet Creation and Management","1"
"BIOU2CE","computational","Statistical Programmes","0"
"BIOU2CE","computational","Word Processing","1"
"BIOU2CE","field","Application of Remote Observations","0"
"BIOU2CE","field","Conducting Transects","0"
"BIOU2CE","field","Core Skills","0"
"BIOU2CE","field","Drone Observations","0"
"BIOU2CE","field","Environmental Impact Assessment","0"
"BIOU2CE","field","GPS Usage","0"
"BIOU2CE","field","Health and Safety Competency","0"
"BIOU2CE","field","Mapping Skills","0"
"BIOU2CE","field","Sampling: In-situ Monitoring","0"
"BIOU2CE","field","Sampling: Physical Collection","0"
"BIOU2CE","field","Species Monitoring","0"
"BIOU2CE","lab","Accurate Result Reporting","2"
"BIOU2CE","lab","Air Quality Analysis","0"
"BIOU2CE","lab","Chemical Handling","2"
"BIOU2CE","lab","Developing and Implementing SOPs","2"
"BIOU2CE","lab","Good Laboratory Practices (GLP)","2"
"BIOU2CE","lab","Maintaining Lab Notebooks","0"
"BIOU2CE","lab","Microscopy","2"
"BIOU2CE","lab","Operating Lab Equipment","2"
"BIOU2CE","lab","Physical Chemical Analysis","2"
"BIOU2CE","lab","Pipetting","2"
"BIOU2CE","lab","Risk Assessments","2"
"BIOU2CE","lab","Sample Preparation and Handling","2"
"BIOU2CE","lab","Soil Quality Assessment","0"
"BIOU2CE","lab","Water Quality Assessment","0"
"BIOU2CE","personal","Adaptability","2"
"BIOU2CE","personal","Verbal Communication","2"
"BIOU2CE","personal","Written Communication","2"
"BIOU2CE","personal","Conflict Resolution","0"
"BIOU2CE","personal","Critical Thinking","2"
"BIOU2CE","personal","Detail-Orientated Skills","1"
"BIOU2CE","personal","Innovation","1"
"BIOU2CE","personal","Integrated Problem-solving","2"
"BIOU2CE","personal","Interpersonal Skills","0"
"BIOU2CE","personal","Leadership","0"
"BIOU2CE","personal","Reliability","1"
"BIOU2CE","personal","Resourcefulness","1"
"BIOU2CE","personal","Self-awareness","1"
"BIOU2CE","personal","Self-motivation","2"
"BIOU2CE","personal","Teamwork & Collaboration","0"
"BIOU2CE","personal","Time Management","1"
"BIOU7CM","computational","AI (generative) Competency","3"
"BIOU7CM","computational","Computer Programming","1"
"BIOU7CM","computational","Data Management","0"
"BIOU7CM","computational","Effective Email Communication","0"
"BIOU7CM","computational","Geographical Information Systems (GIS)","0"
"BIOU7CM","computational","Graphic Design","0"
"BIOU7CM","computational","Modelling","1"
"BIOU7CM","computational","Presentation Software","0"
"BIOU7CM","computational","Remote Meeting/Collaborative Software","0"
"BIOU7CM","computational","Remote Sensing (data collection and analysis)","0"
"BIOU7CM","computational","Social Media","0"
"BIOU7CM","computational","Spreadsheet Creation and Management","0"
"BIOU7CM","computational","Statistical Programmes","0"
"BIOU7CM","computational","Word Processing","0"
"BIOU7CM","field","Application of Remote Observations","0"
"BIOU7CM","field","Conducting Transects","0"
"BIOU7CM","field","Core Skills","0"
"BIOU7CM","field","Drone Observations","0"
"BIOU7CM","field","Environmental Impact Assessment","0"
"BIOU7CM","field","Health and Safety Competency","0"
"BIOU7CM","field","Mapping Skills","0"
"BIOU7CM","field","Sampling: Physical Collection","0"
"BIOU7CM","field","Species Monitoring","0"
"BIOU7CM","lab","Accurate Result Reporting","0"
"BIOU7CM","lab","Air Quality Analysis","0"
"BIOU7CM","lab","Chemical Handling","0"
"BIOU7CM","lab","Developing and Implementing SOPs","0"
"BIOU7CM","lab","Good Laboratory Practices (GLP)","0"
"BIOU7CM","lab","Maintaining Lab Notebooks","0"
"BIOU7CM","lab","Microscopy","0"
"BIOU7CM","lab","Operating Lab Equipment","0"
"BIOU7CM","lab","Physical Chemical Analysis","0"
"BIOU7CM","lab","Pipetting","0"
"BIOU7CM","lab","Risk Assessments","0"
"BIOU7CM","lab","Sample Preparation and Handling","0"
"BIOU7CM","lab","Soil Quality Assessment","0"
"BIOU7CM","lab","Water Quality Assessment","0"
"BIOU7CM","personal","Adaptability","3"
"BIOU7CM","personal","Verbal Communication","3"
"BIOU7CM","personal","Written Communication","3"
"BIOU7CM","personal","Conflict Resolution","0"
"BIOU7CM","personal","Critical Thinking","3"
"BIOU7CM","personal","Detail-Orientated Skills","3"
"BIOU7CM","personal","Innovation","3"
"BIOU7CM","personal","Integrated Problem-solving","3"
"BIOU7CM","personal","Interpersonal Skills","2"
"BIOU7CM","personal","Leadership","0"
"BIOU7CM","personal","Reliability","0"
"BIOU7CM","personal","Resourcefulness","3"
"BIOU7CM","personal","Self-awareness","0"
"BIOU7CM","personal","Self-motivation","0"
"BIOU7CM","personal","Teamwork & Collaboration","2"
"BIOU7CM","personal","Time Management","0"
"BIOU5MB","computational","AI (generative) Competency","0"
"BIOU5MB","computational","Computer Programming","0"
"BIOU5MB","computational","Data Management","1"
"BIOU5MB","computational","Effective Email Communication","0"
"BIOU5MB","computational","Geographical Information Systems (GIS)","0"
"BIOU5MB","computational","Graphic Design","0"
"BIOU5MB","computational","Modelling","0"
"BIOU5MB","computational","Presentation Software","0"
"BIOU5MB","computational","Remote Meeting/Collaborative Software","0"
"BIOU5MB","computational","Remote Sensing (data collection and analysis)","0"
"BIOU5MB","computational","Social Media","0"
"BIOU5MB","computational","Spreadsheet Creation and Management","1"
"BIOU5MB","computational","Statistical Programmes","0"
"BIOU5MB","computational","Word Processing","1"
"BIOU5MB","field","Application of Remote Observations","0"
"BIOU5MB","field","Conducting Transects","0"
"BIOU5MB","field","Core Skills","0"
"BIOU5MB","field","Drone Observations","0"
"BIOU5MB","field","Environmental Impact Assessment","0"
"BIOU5MB","field","GPS Usage","0"
"BIOU5MB","field","Health and Safety Competency","1"
"BIOU5MB","field","Mapping Skills","0"
"BIOU5MB","field","Sampling: In-situ Monitoring","0"
"BIOU5MB","field","Sampling: Physical Collection","0"
"BIOU5MB","field","Species Monitoring","0"
"BIOU5MB","lab","Accurate Result Reporting","2"
"BIOU5MB","lab","Air Quality Analysis","0"
"BIOU5MB","lab","Chemical Handling","1"
"BIOU5MB","lab","Developing and Implementing SOPs","1"
"BIOU5MB","lab","Good Laboratory Practices (GLP)","2"
"BIOU5MB","lab","Maintaining Lab Notebooks","2"
"BIOU5MB","lab","Microscopy","1"
"BIOU5MB","lab","Operating Lab Equipment","1"
"BIOU5MB","lab","Physical Chemical Analysis","1"
"BIOU5MB","lab","Pipetting","2"
"BIOU5MB","lab","Risk Assessments","1"
"BIOU5MB","lab","Sample Preparation and Handling","2"
"BIOU5MB","lab","Soil Quality Assessment","0"
"BIOU5MB","lab","Water Quality Assessment","0"
"BIOU5MB","personal","Adaptability","2"
"BIOU5MB","personal","Verbal Communication","0"
"BIOU5MB","personal","Written Communication","2"
"BIOU5MB","personal","Conflict Resolution","0"
"BIOU5MB","personal","Critical Thinking","2"
"BIOU5MB","personal","Detail-Orientated Skills","1"
"BIOU5MB","personal","Innovation","1"
"BIOU5MB","personal","Integrated Problem-solving","2"
"BIOU5MB","personal","Interpersonal Skills","0"
"BIOU5MB","personal","Leadership","0"
"BIOU5MB","personal","Reliability","1"
"BIOU5MB","personal","Resourcefulness","1"
"BIOU5MB","personal","Self-awareness","0"
"BIOU5MB","personal","Self-motivation","2"
"BIOU5MB","personal","Teamwork & Collaboration","0"
"BIOU5MB","personal","Time Management","2"
"GEOU6GI","computational","AI (generative) Competency","0"
"GEOU6GI","computational","Computer Programming","0"
"GEOU6GI","computational","Data Management","0"
"GEOU6GI","computational","Effective Email Communication","0"
"GEOU6GI","computational","Geographical Information Systems (GIS)","0"
"GEOU6GI","computational","Graphic Design","2"
"GEOU6GI","computational","Modelling","0"
"GEOU6GI","computational","Presentation Software","3"
"GEOU6GI","computational","Remote Meeting/Collaborative Software","0"
"GEOU6GI","computational","Remote Sensing (data collection and analysis)","0"
"GEOU6GI","computational","Social Media","3"
"GEOU6GI","computational","Spreadsheet Creation and Management","0"
"GEOU6GI","computational","Statistical Programmes","0"
"GEOU6GI","computational","Word Processing","3"
"GEOU6GI","field","Application of Remote Observations","0"
"GEOU6GI","field","Conducting Transects","0"
"GEOU6GI","field","Core Skills","0"
"GEOU6GI","field","Drone Observations","0"
"GEOU6GI","field","Environmental Impact Assessment","0"
"GEOU6GI","field","GPS Usage","0"
"GEOU6GI","field","Health and Safety Competency","0"
"GEOU6GI","field","Mapping Skills","0"
"GEOU6GI","field","Sampling: In-situ Monitoring","0"
"GEOU6GI","field","Sampling: Physical Collection","0"
"GEOU6GI","field","Species Monitoring","0"
"GEOU6GI","lab","Accurate Result Reporting","0"
"GEOU6GI","lab","Air Quality Analysis","0"
"GEOU6GI","lab","Chemical Handling","0"
"GEOU6GI","lab","Developing and Implementing SOPs","0"
"GEOU6GI","lab","Good Laboratory Practices (GLP)","0"
"GEOU6GI","lab","Maintaining Lab Notebooks","0"
"GEOU6GI","lab","Microscopy","0"
"GEOU6GI","lab","Operating Lab Equipment","0"
"GEOU6GI","lab","Physical Chemical Analysis","0"
"GEOU6GI","lab","Pipetting","0"
"GEOU6GI","lab","Risk Assessments","0"
"GEOU6GI","lab","Sample Preparation and Handling","0"
"GEOU6GI","lab","Soil Quality Assessment","0"
"GEOU6GI","lab","Water Quality Assessment","0"
"GEOU6GI","personal","Adaptability","2"
"GEOU6GI","personal","Verbal Communication","1"
"GEOU6GI","personal","Written Communication","3"
"GEOU6GI","personal","Conflict Resolution","1"
"GEOU6GI","personal","Critical Thinking","3"
"GEOU6GI","personal","Detail-Orientated Skills","3"
"GEOU6GI","personal","Innovation","3"
"GEOU6GI","personal","Integrated Problem-solving","3"
"GEOU6GI","personal","Interpersonal Skills","1"
"GEOU6GI","personal","Leadership","1"
"GEOU6GI","personal","Reliability","2"
"GEOU6GI","personal","Resourcefulness","3"
"GEOU6GI","personal","Self-awareness","3"
"GEOU6GI","personal","Self-motivation","2"
"GEOU6GI","personal","Teamwork & Collaboration","1"
"GEOU6GI","personal","Time Management","2"
"BIOU9CP","computational","AI (generative) Competency","2"
"BIOU9CP","computational","Computer Programming","0"
"BIOU9CP","computational","Data Management","0"
"BIOU9CP","computational","Effective Email Communication","0"
"BIOU9CP","computational","Geographical Information Systems (GIS)","0"
"BIOU9CP","computational","Graphic Design","0"
"BIOU9CP","computational","Modelling","0"
"BIOU9CP","computational","Presentation Software","3"
"BIOU9CP","computational","Remote Meeting/Collaborative Software","0"
"BIOU9CP","computational","Remote Sensing (data collection and analysis)","0"
"BIOU9CP","computational","Social Media","0"
"BIOU9CP","computational","Spreadsheet Creation and Management","0"
"BIOU9CP","computational","Statistical Programmes","0"
"BIOU9CP","computational","Word Processing","0"
"BIOU9CP","field","Application of Remote Observations","0"
"BIOU9CP","field","Conducting Transects","0"
"BIOU9CP","field","Core Skills","0"
"BIOU9CP","field","Drone Observations","0"
"BIOU9CP","field","Environmental Impact Assessment","0"
"BIOU9CP","field","GPS Usage","0"
"BIOU9CP","field","Mapping Skills","0"
"BIOU9CP","field","Sampling: In-situ Monitoring","0"
"BIOU9CP","field","Sampling: Physical Collection","0"
"BIOU9CP","field","Species Monitoring","0"
"BIOU9CP","lab","Accurate Result Reporting","2"
"BIOU9CP","lab","Air Quality Analysis","0"
"BIOU9CP","lab","Chemical Handling","1"
"BIOU9CP","lab","Developing and Implementing SOPs","0"
"BIOU9CP","lab","Good Laboratory Practices (GLP)","1"
"BIOU9CP","lab","Maintaining Lab Notebooks","2"
"BIOU9CP","lab","Microscopy","2"
"BIOU9CP","lab","Operating Lab Equipment","2"
"BIOU9CP","lab","Physical Chemical Analysis","0"
"BIOU9CP","lab","Pipetting","3"
"BIOU9CP","lab","Risk Assessments","0"
"BIOU9CP","lab","Sample Preparation and Handling","2"
"BIOU9CP","lab","Soil Quality Assessment","0"
"BIOU9CP","lab","Water Quality Assessment","0"
"BIOU9CP","personal","Adaptability","3"
"BIOU9CP","personal","Verbal Communication","3"
"BIOU9CP","personal","Written Communication","3"
"BIOU9CP","personal","Conflict Resolution","0"
"BIOU9CP","personal","Critical Thinking","3"
"BIOU9CP","personal","Detail-Orientated Skills","3"
"BIOU9CP","personal","Innovation","3"
"BIOU9CP","personal","Integrated Problem-solving","3"
"BIOU9CP","personal","Interpersonal Skills","2"
"BIOU9CP","personal","Leadership","0"
"BIOU9CP","personal","Reliability","3"
"BIOU9CP","personal","Resourcefulness","3"
"BIOU9CP","personal","Self-awareness","2"
"BIOU9CP","personal","Self-motivation","2"
"BIOU9CP","personal","Teamwork & Collaboration","2"
"BIOU9CP","personal","Time Management","3"
"GEOU4ER","computational","AI (generative) Competency","0"
"GEOU4ER","computational","Computer Programming","1"
"GEOU4ER","computational","Data Management","2"
"GEOU4ER","computational","Effective Email Communication","0"
"GEOU4ER","computational","Geographical Information Systems (GIS)","0"
"GEOU4ER","computational","Graphic Design","2"
"GEOU4ER","computational","Modelling","2"
"GEOU4ER","computational","Presentation Software","2"
"GEOU4ER","computational","Remote Meeting/Collaborative Software","0"
"GEOU4ER","computational","Remote Sensing (data collection and analysis)","0"
"GEOU4ER","computational","Social Media","0"
"GEOU4ER","computational","Spreadsheet Creation and Management","2"
"GEOU4ER","computational","Statistical Programmes","0"
"GEOU4ER","computational","Word Processing","2"
"GEOU4ER","field","Application of Remote Observations","0"
"GEOU4ER","field","Conducting Transects","0"
"GEOU4ER","field","Core Skills","1"
"GEOU4ER","field","Drone Observations","0"
"GEOU4ER","field","Environmental Impact Assessment","0"
"GEOU4ER","field","GPS Usage","0"
"GEOU4ER","field","Health and Safety Competency","0"
"GEOU4ER","field","Mapping Skills","1"
"GEOU4ER","field","Sampling: In-situ Monitoring","0"
"GEOU4ER","field","Sampling: Physical Collection","0"
"GEOU4ER","field","Species Monitoring","0"
"GEOU4ER","lab","Accurate Result Reporting","0"
"GEOU4ER","lab","Air Quality Analysis","0"
"GEOU4ER","lab","Chemical Handling","0"
"GEOU4ER","lab","Developing and Implementing SOPs","0"
"GEOU4ER","lab","Good Laboratory Practices (GLP)","0"
"GEOU4ER","lab","Maintaining Lab Notebooks","0"
"GEOU4ER","lab","Microscopy","0"
"GEOU4ER","lab","Operating Lab Equipment","0"
"GEOU4ER","lab","Physical Chemical Analysis","0"
"GEOU4ER","lab","Pipetting","0"
"GEOU4ER","lab","Risk Assessments","0"
"GEOU4ER","lab","Sample Preparation and Handling","0"
"GEOU4ER","lab","Soil Quality Assessment","0"
"GEOU4ER","lab","Water Quality Assessment","0"
"GEOU4ER","personal","Adaptability","2"
"GEOU4ER","personal","Verbal Communication","2"
"GEOU4ER","personal","Written Communication","2"
"GEOU4ER","personal","Conflict Resolution","0"
"GEOU4ER","personal","Critical Thinking","2"
"GEOU4ER","personal","Detail-Orientated Skills","2"
"GEOU4ER","personal","Innovation","0"
"GEOU4ER","personal","Integrated Problem-solving","0"
"GEOU4ER","personal","Interpersonal Skills","2"
"GEOU4ER","personal","Leadership","0"
"GEOU4ER","personal","Reliability","1"
"GEOU4ER","personal","Resourcefulness","2"
"GEOU4ER","personal","Self-awareness","2"
"GEOU4ER","personal","Self-motivation","2"
"GEOU4ER","personal","Teamwork & Collaboration","1"
"GEOU4ER","personal","Time Management","2"
"BIOU7SB","computational","AI (generative) Competency","2"
"BIOU7SB","computational","Computer Programming","2"
"BIOU7SB","computational","Data Management","3"
"BIOU7SB","computational","Effective Email Communication","0"
"BIOU7SB","computational","Geographical Information Systems (GIS)","0"
"BIOU7SB","computational","Graphic Design","0"
"BIOU7SB","computational","Modelling","0"
"BIOU7SB","computational","Presentation Software","0"
"BIOU7SB","computational","Remote Meeting/Collaborative Software","0"
"BIOU7SB","computational","Remote Sensing (data collection and analysis)","0"
"BIOU7SB","computational","Social Media","0"
"BIOU7SB","computational","Spreadsheet Creation and Management","2"
"BIOU7SB","computational","Statistical Programmes","2"
"BIOU7SB","computational","Word Processing","3"
"BIOU7SB","field","Application of Remote Observations","0"
"BIOU7SB","field","Conducting Transects","0"
"BIOU7SB","field","Core Skills","0"
"BIOU7SB","field","Drone Observations","0"
"BIOU7SB","field","Environmental Impact Assessment","0"
"BIOU7SB","field","GPS Usage","0"
"BIOU7SB","field","Health and Safety Competency","0"
"BIOU7SB","field","Mapping Skills","0"
"BIOU7SB","field","Sampling: In-situ Monitoring","0"
"BIOU7SB","field","Sampling: Physical Collection","0"
"BIOU7SB","field","Species Monitoring","3"
"BIOU7SB","lab","Accurate Result Reporting","2"
"BIOU7SB","lab","Air Quality Analysis","0"
"BIOU7SB","lab","Chemical Handling","0"
"BIOU7SB","lab","Developing and Implementing SOPs","0"
"BIOU7SB","lab","Good Laboratory Practices (GLP)","0"
"BIOU7SB","lab","Maintaining Lab Notebooks","2"
"BIOU7SB","lab","Microscopy","0"
"BIOU7SB","lab","Operating Lab Equipment","0"
"BIOU7SB","lab","Physical Chemical Analysis","0"
"BIOU7SB","lab","Pipetting","0"
"BIOU7SB","lab","Risk Assessments","0"
"BIOU7SB","lab","Sample Preparation and Handling","0"
"BIOU7SB","lab","Soil Quality Assessment","0"
"BIOU7SB","lab","Water Quality Assessment","0"
"BIOU7SB","personal","Adaptability","2"
"BIOU7SB","personal","Verbal Communication","2"
"BIOU7SB","personal","Written Communication","3"
"BIOU7SB","personal","Conflict Resolution","0"
"BIOU7SB","personal","Critical Thinking","3"
"BIOU7SB","personal","Detail-Orientated Skills","0"
"BIOU7SB","personal","Innovation","2"
"BIOU7SB","personal","Integrated Problem-solving","0"
"BIOU7SB","personal","Interpersonal Skills","2"
"BIOU7SB","personal","Leadership","0"
"BIOU7SB","personal","Reliability","3"
"BIOU7SB","personal","Resourcefulness","2"
"BIOU7SB","personal","Self-awareness","0"
"BIOU7SB","personal","Self-motivation","3"
"BIOU7SB","personal","Teamwork & Collaboration","0"
"BIOU7SB","personal","Time Management","3"
"BIOU9PL","computational","AI (generative) Competency","1"
"BIOU9PL","computational","Computer Programming","0"
"BIOU9PL","computational","Data Management","1"
"BIOU9PL","computational","Effective Email Communication","2"
"BIOU9PL","computational","Geographical Information Systems (GIS)","0"
"BIOU9PL","computational","Graphic Design","0"
"BIOU9PL","computational","Modelling","0"
"BIOU9PL","computational","Presentation Software","2"
"BIOU9PL","computational","Remote Meeting/Collaborative Software","1"
"BIOU9PL","computational","Remote Sensing (data collection and analysis)","0"
"BIOU9PL","computational","Social Media","1"
"BIOU9PL","computational","Spreadsheet Creation and Management","0"
"BIOU9PL","computational","Statistical Programmes","0"
"BIOU9PL","computational","Word Processing","2"
"BIOU9PL","field","Application of Remote Observations","0"
"BIOU9PL","field","Conducting Transects","0"
"BIOU9PL","field","Core Skills","0"
"BIOU9PL","field","Drone Observations","0"
"BIOU9PL","field","Environmental Impact Assessment","0"
"BIOU9PL","field","GPS Usage","0"
"BIOU9PL","field","Health and Safety Competency","2"
"BIOU9PL","field","Mapping Skills","0"
"BIOU9PL","field","Sampling: In-situ Monitoring","0"
"BIOU9PL","field","Sampling: Physical Collection","0"
"BIOU9PL","field","Species Monitoring","0"
"BIOU9PL","lab","Accurate Result Reporting","3"
"BIOU9PL","lab","Air Quality Analysis","0"
"BIOU9PL","lab","Chemical Handling","3"
"BIOU9PL","lab","Developing and Implementing SOPs","3"
"BIOU9PL","lab","Good Laboratory Practices (GLP)","2"
"BIOU9PL","lab","Maintaining Lab Notebooks","3"
"BIOU9PL","lab","Microscopy","0"
"BIOU9PL","lab","Operating Lab Equipment","3"
"BIOU9PL","lab","Physical Chemical Analysis","2"
"BIOU9PL","lab","Pipetting","3"
"BIOU9PL","lab","Risk Assessments","3"
"BIOU9PL","lab","Sample Preparation and Handling","3"
"BIOU9PL","lab","Soil Quality Assessment","0"
"BIOU9PL","lab","Water Quality Assessment","0"
"BIOU9PL","personal","Adaptability","2"
"BIOU9PL","personal","Verbal Communication","3"
"BIOU9PL","personal","Written Communication","2"
"BIOU9PL","personal","Conflict Resolution","2"
"BIOU9PL","personal","Critical Thinking","3"
"BIOU9PL","personal","Detail-Orientated Skills","3"
"BIOU9PL","personal","Innovation","2"
"BIOU9PL","personal","Integrated Problem-solving","3"
"BIOU9PL","personal","Interpersonal Skills","3"
"BIOU9PL","personal","Leadership","2"
"BIOU9PL","personal","Reliability","3"
"BIOU9PL","personal","Resourcefulness","3"
"BIOU9PL","personal","Self-awareness","3"
"BIOU9PL","personal","Self-motivation","3"
"BIOU9PL","personal","Teamwork & Collaboration","3"
"BIOU9PL","personal","Time Management","3"
"BIOU9PC","computational","AI (generative) Competency","0"
"BIOU9PC","computational","Computer Programming","0"
"BIOU9PC","computational","Data Management","1"
"BIOU9PC","computational","Effective Email Communication","1"
"BIOU9PC","computational","Geographical Information Systems (GIS)","0"
"BIOU9PC","computational","Graphic Design","0"
"BIOU9PC","computational","Modelling","2"
"BIOU9PC","computational","Presentation Software","0"
"BIOU9PC","computational","Remote Meeting/Collaborative Software","1"
"BIOU9PC","computational","Remote Sensing (data collection and analysis)","0"
"BIOU9PC","computational","Social Media","0"
"BIOU9PC","computational","Spreadsheet Creation and Management","2"
"BIOU9PC","computational","Statistical Programmes","0"
"BIOU9PC","computational","Word Processing","3"
"BIOU9PC","field","Application of Remote Observations","1"
"BIOU9PC","field","Conducting Transects","1"
"BIOU9PC","field","Core Skills","0"
"BIOU9PC","field","Drone Observations","0"
"BIOU9PC","field","Environmental Impact Assessment","0"
"BIOU9PC","field","GPS Usage","0"
"BIOU9PC","field","Health and Safety Competency","0"
"BIOU9PC","field","Mapping Skills","0"
"BIOU9PC","field","Sampling: In-situ Monitoring","1"
"BIOU9PC","field","Sampling: Physical Collection","0"
"BIOU9PC","field","Species Monitoring","0"
"BIOU9PC","lab","Accurate Result Reporting","2"
"BIOU9PC","lab","Air Quality Analysis","0"
"BIOU9PC","lab","Chemical Handling","0"
"BIOU9PC","lab","Developing and Implementing SOPs","0"
"BIOU9PC","lab","Good Laboratory Practices (GLP)","0"
"BIOU9PC","lab","Maintaining Lab Notebooks","0"
"BIOU9PC","lab","Microscopy","0"
"BIOU9PC","lab","Operating Lab Equipment","0"
"BIOU9PC","lab","Physical Chemical Analysis","0"
"BIOU9PC","lab","Pipetting","0"
"BIOU9PC","lab","Risk Assessments","0"
"BIOU9PC","lab","Sample Preparation and Handling","0"
"BIOU9PC","lab","Soil Quality Assessment","0"
"BIOU9PC","lab","Water Quality Assessment","0"
"BIOU9PC","personal","Adaptability","2"
"BIOU9PC","personal","Verbal Communication","2"
"BIOU9PC","personal","Written Communication","3"
"BIOU9PC","personal","Conflict Resolution","0"
"BIOU9PC","personal","Critical Thinking","3"
"BIOU9PC","personal","Detail-Orientated Skills","2"
"BIOU9PC","personal","Innovation","0"
"BIOU9PC","personal","Integrated Problem-solving","2"
"BIOU9PC","personal","Interpersonal Skills","2"
"BIOU9PC","personal","Leadership","0"
"BIOU9PC","personal","Reliability","2"
"BIOU9PC","personal","Resourcefulness","2"
"BIOU9PC","personal","Self-awareness","1"
"BIOU9PC","personal","Self-motivation","2"
"BIOU9PC","personal","Teamwork & Collaboration","2"
"BIOU9PC","personal","Time Management","2"
"ENVU6SP","computational","AI (generative) Competency","0"
"ENVU6SP","computational","Computer Programming","0"
"ENVU6SP","computational","Data Management","0"
"ENVU6SP","computational","Effective Email Communication","2"
"ENVU6SP","computational","Geographical Information Systems (GIS)","2"
"ENVU6SP","computational","Graphic Design","2"
"ENVU6SP","computational","Modelling","0"
"ENVU6SP","computational","Presentation Software","3"
"ENVU6SP","computational","Remote Meeting/Collaborative Software","1"
"ENVU6SP","computational","Remote Sensing (data collection and analysis)","0"
"ENVU6SP","computational","Social Media","0"
"ENVU6SP","computational","Spreadsheet Creation and Management","0"
"ENVU6SP","computational","Statistical Programmes","0"
"ENVU6SP","computational","Word Processing","3"
"ENVU6SP","field","Application of Remote Observations","2"
"ENVU6SP","field","Conducting Transects","0"
"ENVU6SP","field","Core Skills","1"
"ENVU6SP","field","Drone Observations","0"
"ENVU6SP","field","Environmental Impact Assessment","3"
"ENVU6SP","field","GPS Usage","0"
"ENVU6SP","field","Health and Safety Competency","1"
"ENVU6SP","field","Mapping Skills","1"
"ENVU6SP","field","Sampling: In-situ Monitoring","2"
"ENVU6SP","field","Sampling: Physical Collection","1"
"ENVU6SP","field","Species Monitoring","0"
"ENVU6SP","lab","Accurate Result Reporting","0"
"ENVU6SP","lab","Air Quality Analysis","0"
"ENVU6SP","lab","Chemical Handling","0"
"ENVU6SP","lab","Developing and Implementing SOPs","0"
"ENVU6SP","lab","Good Laboratory Practices (GLP)","0"
"ENVU6SP","lab","Maintaining Lab Notebooks","0"
"ENVU6SP","lab","Microscopy","0"
"ENVU6SP","lab","Operating Lab Equipment","0"
"ENVU6SP","lab","Physical Chemical Analysis","0"
"ENVU6SP","lab","Pipetting","0"
"ENVU6SP","lab","Risk Assessments","1"
"ENVU6SP","lab","Sample Preparation and Handling","0"
"ENVU6SP","lab","Soil Quality Assessment","0"
"ENVU6SP","lab","Water Quality Assessment","0"
"ENVU6SP","personal","Adaptability","1"
"ENVU6SP","personal","Verbal Communication","3"
"ENVU6SP","personal","Written Communication","3"
"ENVU6SP","personal","Conflict Resolution","3"
"ENVU6SP","personal","Critical Thinking","3"
"ENVU6SP","personal","Detail-Orientated Skills","2"
"ENVU6SP","personal","Innovation","2"
"ENVU6SP","personal","Integrated Problem-solving","2"
"ENVU6SP","personal","Interpersonal Skills","3"
"ENVU6SP","personal","Leadership","2"
"ENVU6SP","personal","Reliability","3"
"ENVU6SP","personal","Resourcefulness","2"
"ENVU6SP","personal","Self-awareness","3"
"ENVU6SP","personal","Self-motivation","3"
"ENVU6SP","personal","Teamwork & Collaboration","3"
"ENVU6SP","personal","Time Management","3"
"ENVU7CP","computational","AI (generative) Competency","0"
"ENVU7CP","computational","Computer Programming","0"
"ENVU7CP","computational","Data Management","0"
"ENVU7CP","computational","Effective Email Communication","1"
"ENVU7CP","computational","Geographical Information Systems (GIS)","0"
"ENVU7CP","computational","Graphic Design","0"
"ENVU7CP","computational","Modelling","0"
"ENVU7CP","computational","Presentation Software","0"
"ENVU7CP","computational","Remote Meeting/Collaborative Software","0"
"ENVU7CP","computational","Remote Sensing (data collection and analysis)","0"
"ENVU7CP","computational","Social Media","2"
